SITE ID,SITE NAME,SUB REGION,CLASSIFICATION,CLASS,CONTRACTOR,REGIONAL SUPERVISOR,SDM,Lat,Long,Other remarks,
605001,BMK_Katwe,Kampala West ,Urban,B,Camusat,Christopher Alituha,Faridah Nantege,0.300175,32.57678,,
606289,Aduu,Lira ,Rural,B,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.430573333,32.95296167,,
606111,Konge,Kampala South ,Urban,B,Netis,Salim Kinene,William Bwire,0.268336667,32.60597667,,
605002,BugolobiRadioStation,Kampala South ,Urban,B,Netis,Salim Kinene,William Bwire,0.3145667,32.6220733,,
605003,Observatory,Kampala North,Urban,A,I-Engineering,Joash Lubwama,Allan Kavuma,0.33876838,32.56501424,,
606147,Banda Maanyi,Mityana ,Urban,C,Camusat,M Patrick Kalibbala,Faridah Nantege,0.2558098,31.972989,,
606257,Itangula,Lira ,Rural,B,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.2792172,32.81360059,,
606262,Lira Aloi road,Lira ,Rural,B,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.238643333,32.97365167,,
606291,Kagoma 2/Maganjo,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.39301088,32.54531398,,
606287,Bugabo,Kampala West ,Urban,B,Camusat,Christopher Alituha,Faridah Nantege,0.08997,32.54290667,,
606252,Mpoma,Mukono ,Urban,B,Netis,Samuel Naseke,William Bwire,0.4472567,32.7532383,,
606283,Kyassuma,Masaka ,Urban,C,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.3819267,31.7534967,,
606273,Mpumudde,Mukono ,Urban,C,Netis,Emmanuel Kafuko,William Bwire,0.46408,33.21722,,
606294,Kazinga 2 ( Seroma_Mukono),Mukono ,Urban,B,Netis,Samuel Naseke,William Bwire,0.311896667,32.769675,,
606278,Balintuma Rd,Mityana ,Urban,B,Camusat,Christopher Alituha,Faridah Nantege,0.31279122,32.55701475,,
606288,Bwaise Quality,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.35247433,32.55780419,,
606275,Nabiswa Road Kiwatule,Luwero ,Urban,B,Netis,Benbridge Mulongo,William Bwire,0.3704767,32.6239717,,
606272,Kawempe Police ,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.35888224,32.56181567,,
606290,Nsumbi/Kibumbiro,Mityana ,Urban,B,Camusat,Christopher Alituha,Faridah Nantege,0.35337257,32.52019908,,
606258,Patuda,Gulu ,Rural,C,I-Engineering,Moses Kaganda,Allan Kavuma,2.7470465,32.2686673,,
606325,Rwenzori Towers,Kampala East  ,Urban,B,Netis,Salim Kinene,William Bwire,0.3174,32.579525,,
606284,Mbale Quality/Wanyala Cell,Mbale  ,Rural,B,Netis,Jude Musana,William Bwire,1.071068333,34.16672833,,
606281,Kabowa Quality,Kampala West ,Urban,B,Camusat,Christopher Alituha,Faridah Nantege,0.287958333,32.56270167,,
606298,Apoki/Cegere,Lira ,Rural,C,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.0580928,32.5158091,,
606261,kalong,Kabale  ,Urban,B,Camusat,Denis Masaba,Faridah Nantege,-0.6145411,30.0478519,,
606295,Kanti Mansions,Kampala East  ,Urban,B,Netis,Benbridge Mulongo,William Bwire,0.33964,32.58717167,,
606125,Arua Park 2,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.3149554,32.57500147,,
606293,Mbale_College,Mbale  ,Rural,C,Netis,Jude Musana,William Bwire,1.093236667,34.19069167,,
606305,Salaama Rd,Kampala South ,Urban,A,Netis,Salim Kinene,William Bwire,0.25618,32.6002,,
606318,Nyenje,Mukono ,Urban,B,Netis,Samuel Naseke,William Bwire,0.4013317,32.7314897,,
606268,Namere Trading Centre,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.40049281,32.5714509,,
606292,Masanafu,Mityana ,Urban,A,Camusat,Christopher Alituha,Faridah Nantege,0.32816608,32.53158783,,
606270,Kawempe-Kakungulu,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.37299502,32.56806696,,
606299,Oumoo Akua,Arua  ,Rural,C,I-Engineering,Innocent Ayiko,Allan Kavuma,2.9683323,30.8803246,,
606322,Lagwelima/Orom,Gulu ,Rural,C,I-Engineering,Moses Kaganda,Allan Kavuma,3.40176607,33.46904511,,
606300,Kiwanga,Kampala East  ,Urban,B,Netis,Samuel Naseke,William Bwire,0.374004733,32.68946313,,
606297,Kakajjo Zone,Kampala East  ,Urban,B,Netis,Benbridge Mulongo,William Bwire,0.362908333,32.66687333,,
606312,Busibante Najjera,Luwero ,Urban,B,Netis,Benbridge Mulongo,William Bwire,0.3891678,32.6286612,,
606315,Tabongo,Jinja ,Rural,B,Netis,Jude Musana,William Bwire,0.512161667,34.07065833,,
606309,Bulindo,Luwero ,Urban,B,Netis,Benbridge Mulongo,William Bwire,0.426123333,32.64361,,
606306,Amagoro A,Mbale  ,Rural,C,Netis,Jude Musana,William Bwire,0.691053333,34.19841167,,
606304,Zambia_Zone Arua,Arua  ,Rural,B,I-Engineering,Innocent Ayiko,Allan Kavuma,3.01448853,30.93547021,,
606326,Bugujju_Mukono_UCU,Mukono ,Urban,B,Netis,Samuel Naseke,William Bwire,0.354218617,32.73795377,,
606260,Anai,Lira ,Rural,B,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.2194527,32.8450383,,
606310,Budumba,Mbale  ,Rural,C,Netis,Jude Musana,William Bwire,0.823088333,33.82815,,
606316,Okouba,Mbale  ,Rural,B,Netis,Moses Wandera,William Bwire,1.4338257,34.05118155,,
605005,Kireka,Kampala South ,Urban,A,Netis,Salim Kinene,William Bwire,0.33618,32.64405167,,
605006,Kalinabiri,Kampala East  ,Urban,A,Netis,Benbridge Mulongo,William Bwire,0.3617267,32.614905,,
605007,Mutundwe,Kampala West ,Urban,A,Camusat,Christopher Alituha,Faridah Nantege,0.2833296,32.5323533,,
605008,Old Kampala,Kampala North,Urban,A,I-Engineering,Joash Lubwama,Allan Kavuma,0.316866,32.56885529,,
605009,Nakukuba,Kampala West ,Urban,B,Camusat,Christopher Alituha,Faridah Nantege,0.2335567,32.5606033,,
605385,Lolui,Jinja ,Rural,C,Netis,Emmanuel Kafuko,William Bwire,-0.124663333,33.70690167,,
605011,Katabi,Kampala West ,Urban,A,Camusat,Christopher Alituha,Faridah Nantege,0.083293333,32.477455,,
605012,Entebbe,Kampala West ,Urban,A,Camusat,Christopher Alituha,Faridah Nantege,0.052806667,32.46590333,,
605013,Mukono,Mukono ,Urban,A,Netis,Samuel Naseke,William Bwire,0.35027025,32.74429063,,
605014,Lugazi,Mukono ,Urban,A,Netis,Samuel Naseke,William Bwire,0.371958333,32.94619333,,
605015,Namanyonyi,Mukono ,Urban,A,Netis,Samuel Naseke,William Bwire,0.415946667,33.12505167,,
605016,Jinja Catholic,Mukono ,Urban,A,Netis,Emmanuel Kafuko,William Bwire,0.4511196,33.21310227,,
605017,Namafuma,Jinja ,Urban,A,Netis,Emmanuel Kafuko,William Bwire,0.528028333,33.35509667,,
605018,Kitgum_Mission,Gulu ,Rural,B,I-Engineering,Moses Kaganda,Allan Kavuma,3.308551667,32.891985,,
606099,Mbale,Mbale  ,Urban,B,Netis,Jude Musana,William Bwire,1.07146,34.18275833,,
605019,Mpigi,Kampala West ,Urban,A,Camusat,M Patrick Kalibbala,Faridah Nantege,0.21603,32.3314967,,
605020,Masaka_Sports,Masaka ,Urban,A,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.33719269,31.73405105,,
605021,Mbarara Golf,Mbarara ,Urban,A,Camusat,Thomasi Seruyange,Faridah Nantege,-0.6072544,30.6612575,,
605022,Kihumuro,Kabale  ,Urban,A,Camusat,Denis Masaba,Faridah Nantege,-1.2793383,30.014195,,
605023,Bombo,Luwero ,Urban,A,I-Engineering,Robert Otim,Allan Kavuma,0.576223333,32.54406167,,
605024,Nabwigulu,Mukono ,Urban,C,Netis,Samuel Naseke,William Bwire,0.977546667,33.12333333,,
605025,Kasambira,Mukono ,Urban,B,Netis,Samuel Naseke,William Bwire,0.791385,33.16013167,,
605026,Mini Price,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.31364968,32.57589309,,
605027,Shauliyako,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.31560424,32.57315076,,
605029,Kihihi,Kabale  ,Urban,B,Camusat,Denis Masaba,Faridah Nantege,-0.745566667,29.69694833,,
605030,Ntenga,Mukono ,Urban,C,Netis,Samuel Naseke,William Bwire,0.35369,32.91280333,,
605031,Makonde,Kabale  ,Urban,B,Camusat,Denis Masaba,Faridah Nantege,-0.681401667,29.93357333,,
605032,Buddo,Kampala West ,Urban,B,Camusat,M Patrick Kalibbala,Faridah Nantege,0.258125,32.4895454,,
605033,Kyamabale,Masaka ,Urban,B,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.3005567,31.6822633,,
605034,Bunanyiri,Mbale  ,Rural,C,Netis,Jude Musana,William Bwire,1.040675,34.34508333,,
605035,Bwaise_Central,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.35355503,32.56416447,,
605037,Butende,Jinja ,Urban,C,Netis,Emmanuel Kafuko,William Bwire,0.61875675,33.57839542,,
605038,Bwijanga,Hoima  ,Rural,C,I-Engineering,Latima Musoke,Allan Kavuma,1.5130602,31.5480823,,
605039,Bugiri_Muyenga,Jinja ,Urban,C,Netis,Emmanuel Kafuko,William Bwire,0.570283333,33.739795,,
605040,Kaya,Arua  ,Rural,A,I-Engineering,Innocent Ayiko,Allan Kavuma,3.523311667,30.88526,,
605041,Kayanja,Mbarara ,Urban,C,Camusat,Thomasi Seruyange,Faridah Nantege,-0.4941224,30.9854955,,
605042,Godia,Arua  ,Rural,C,I-Engineering,Innocent Ayiko,Allan Kavuma,3.409941667,30.94749333,,
605043,Nkoni,Masaka ,Urban,A,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.342816667,31.65383,,
605044,Tropical Complex,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.317473,32.5740667,,
605045,Worker's House,Kampala East  ,Urban,B,Netis,Salim Kinene,William Bwire,0.313585,32.582575,,
605046,Zai Plaza,Kampala South ,Urban,B,Netis,Salim Kinene,William Bwire,0.312271667,32.578215,,
605047,Suam,Mbale  ,Rural,C,Netis,Jude Musana,William Bwire,1.22882,34.73773,,
605048,masindi MGW,Hoima  ,Rural,A,I-Engineering,Latima Musoke,Allan Kavuma,1.6919193,31.7252108,,
605049,Nimbwa,Luwero ,Urban,C,I-Engineering,Robert Otim,Allan Kavuma,0.646076667,32.531635,,
606106,Jacana,Mbarara ,Urban,C,Camusat,Denis Masaba,Faridah Nantege,-0.2885285,30.1036829,,
605050,busiika,Luwero ,Urban,C,Netis,Benbridge Mulongo,William Bwire,0.614083333,32.53278,,
605051,Garden_City,Kampala East  ,Urban,B,Netis,Benbridge Mulongo,William Bwire,0.319956667,32.591985,,
605053,Nakasero Complex,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.313604,32.5752412,,
605054,Otuchopi,Soroti  ,Rural,A,Netis,Moses Wandera,William Bwire,1.74864445,33.61697593,,
605055,Energy Centre,Kampala South ,Urban,B,Netis,Salim Kinene,William Bwire,0.310988333,32.57865,,
605056,Buhamba,Hoima  ,Rural,C,Camusat,Stephen Rwabwogo,Faridah Nantege,1.565425,31.31550667,,
605057,Gateway_Bus_Terminal,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.32245084,32.56936191,,
605058,Bugiri,Jinja ,Urban,A,Netis,Emmanuel Kafuko,William Bwire,0.554586667,33.76114,,
605059,Busia,Jinja ,Rural,A,Netis,Emmanuel Kafuko,William Bwire,0.481346667,34.08291333,,
606019,Kigorobya,Hoima  ,Rural,C,I-Engineering,Latima Musoke,Allan Kavuma,1.62227,31.30989167,,
605060,Martyrs University,Masaka ,Urban,A,Camusat,M Patrick Kalibbala,Faridah Nantege,0.006016967,32.01480903,,
605061,Eagles_Nest,Mityana ,Urban,B,Camusat,Christopher Alituha,Faridah Nantege,0.30371,32.566044,,
605062,Luwum,Kampala South ,Urban,A,Netis,Salim Kinene,William Bwire,0.312333333,32.57878167,,
605063,Ntinda_Shopping Cent,Kampala East  ,Urban,B,Netis,Benbridge Mulongo,William Bwire,0.35382,32.6118733,,
605064,UDB,Kampala East  ,Urban,A,Netis,Benbridge Mulongo,William Bwire,0.319338333,32.58807,,
605065,Noble Lodges,Kampala North,Urban,A,I-Engineering,Joash Lubwama,Allan Kavuma,0.31424004,32.5760822,,
605471,Koboko_Town,Arua  ,Rural,B,I-Engineering,Innocent Ayiko,Allan Kavuma,3.411388333,30.95929333,,
605066,Malaba,Mbale  ,Rural,A,Netis,Jude Musana,William Bwire,0.650313333,34.25287667,,
605067,Sagazi,Mukono ,Urban,C,Netis,Samuel Naseke,William Bwire,0.380355,32.97322167,,
605068,Soroti,Soroti  ,Rural,A,Netis,Moses Wandera,William Bwire,1.711651667,33.61480833,,
605069,Mbalala,Mukono ,Urban,B,Netis,Samuel Naseke,William Bwire,0.377675,32.80378333,,
605070,Kumi,Mbale  ,Rural,A,Netis,Moses Wandera,William Bwire,1.486095217,33.93865337,,
605071,Lugarambo,Mukono ,Urban,C,Netis,Samuel Naseke,William Bwire,0.410245,33.08270833,,
606021,Kyangwali,Hoima  ,Rural,C,I-Engineering,Latima Musoke,Allan Kavuma,1.228241667,30.82101167,,
605072,Bushenyi,Mbarara ,Urban,A,Camusat,Thomasi Seruyange,Faridah Nantege,-0.5420483,30.1867319,,
605073,Shoal,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.31921804,32.57382588,,
605074,Baumann House,Kampala East  ,Urban,B,Netis,Salim Kinene,William Bwire,0.3149,32.58669667,,
605075,Kyebando,Luwero ,Urban,B,Netis,Benbridge Mulongo,William Bwire,0.35815,32.58076667,,
605076,Masindi,Hoima  ,Rural,A,I-Engineering,Latima Musoke,Allan Kavuma,1.6896241,31.7517479,,
605077,Nsangi,Kampala West ,Urban,A,Camusat,M Patrick Kalibbala,Faridah Nantege,0.27776703,32.45379455,,
606022,Biguri,Fort Portal   ,Urban,B,Camusat,Stephen Rwabwogo,Faridah Nantege,0.321265,30.78489167,,
606117,Nawampiti,Jinja ,Urban,C,Netis,Emmanuel Kafuko,William Bwire,0.661381667,33.28921333,,
606023,Wanseko,Hoima  ,Rural,C,I-Engineering,Latima Musoke,Allan Kavuma,2.177301667,31.38195,,
605078,Namataba,Mukono ,Urban,B,Netis,Samuel Naseke,William Bwire,0.378765,32.86028,,
605079,Kyazanga,Masaka ,Urban,B,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.4033471,31.3375146,,
605080,Kawanda,Kampala North,Urban,A,I-Engineering,Joash Lubwama,Allan Kavuma,0.42415533,32.54314626,,
605955,Muhokya,Fort Portal   ,Urban,C,Camusat,Stephen Rwabwogo,Faridah Nantege,0.113258333,30.04203667,Site decommissioned,
605082,Luwero,Luwero ,Urban,A,I-Engineering,Robert Otim,Allan Kavuma,0.8411707,32.4928611,,
605083,Ntinda,Kampala East  ,Urban,B,Netis,Benbridge Mulongo,William Bwire,0.3453383,32.6182933,,
605084,AquaHouse,Kampala South ,Urban,B,Netis,Salim Kinene,William Bwire,0.293726667,32.60482833,,
605085,Bbuto,Kampala East  ,Urban,A,Netis,Benbridge Mulongo,William Bwire,0.370473167,32.67786952,,
605086,Crusader,Kampala East  ,Urban,B,Netis,Salim Kinene,William Bwire,0.31355,32.58325833,,
605087,BusegaCatholicChurch,Mityana ,Urban,B,Camusat,Christopher Alituha,Faridah Nantege,0.3065787,32.52521821,,
605088,Ssebagala,Kampala West ,Urban,B,Camusat,Christopher Alituha,Faridah Nantege,0.293256667,32.56350167,,
605089,Nalubwama,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.310877778,32.57645556,,
606024,Kabuyanda,Kabale  ,Urban,C,Camusat,Denis Masaba,Faridah Nantege,-0.9525569,30.5919642,,
605091,Tororo,Mbale  ,Rural,A,Netis,Jude Musana,William Bwire,0.711868333,34.18445167,,
605092,Kako,Masaka ,Urban,A,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.300602817,31.80651282,,
605093,Mulimira,Kampala East  ,Urban,B,Netis,Benbridge Mulongo,William Bwire,0.349833333,32.59020667,,
605094,Kalisizo,Masaka ,Urban,A,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.5280801,31.61620382,,
606025,Kijunjubwa,Hoima  ,Rural,A,I-Engineering,Latima Musoke,Allan Kavuma,1.4807575,31.7848033,,
605095,Kinoni,Masaka ,Urban,A,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.34884,31.554695,,
605096,Ndibulungi,Mityana ,Urban,A,Camusat,Patrick Kinyera,Faridah Nantege,0.3846633,32.0859483,,
605097,Rwagaaju,Mbarara ,Urban,A,Camusat,Thomasi Seruyange,Faridah Nantege,-0.5414317,30.7297317,,
605098,Lubya,Mityana ,Urban,A,Camusat,Christopher Alituha,Faridah Nantege,0.3302987,32.5455731,,
605099,Kayunga,Luwero ,Urban,A,Netis,Samuel Naseke,William Bwire,0.7046569,32.9024188,,
605100,Kamuli,Mukono ,Urban,A,Netis,Samuel Naseke,William Bwire,0.944046667,33.121355,,
605101,FortPortal900,Fort Portal   ,Urban,A,Camusat,Stephen Rwabwogo,Faridah Nantege,0.6472567,30.273545,,
605102,Kasese,Fort Portal   ,Urban,A,Camusat,Stephen Rwabwogo,Faridah Nantege,1.218479285,34.25188355,,
606026,Karungo,Mbarara ,Urban,C,Camusat,Thomasi Seruyange,Faridah Nantege,-0.3455983,30.4214317,,
605103,Hima,Fort Portal   ,Urban,A,Camusat,Stephen Rwabwogo,Faridah Nantege,1.218479285,34.25188355,,
606027,Dwaniro,Masaka ,Urban,C,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.637581283,31.38564524,,
605104,Nakasongola,Kampala North,Rural,A,I-Engineering,Robert Otim,Allan Kavuma,1.38559473,32.50953833,,
605105,Owino,Mityana ,Urban,B,Camusat,Christopher Alituha,Faridah Nantege,0.30680444,32.57300073,,
606028,Kabunyata,Luwero ,Urban,C,I-Engineering,Robert Otim,Allan Kavuma,1.04917988,32.69512338,,
605106,Kyadondo,Kampala North,Urban,A,I-Engineering,Joash Lubwama,Allan Kavuma,0.37130045,32.56401513,,
605107,Paidha town,Arua  ,Rural,A,I-Engineering,Innocent Ayiko,Allan Kavuma,2.417287883,30.98500862,,
605108,Luzira,Kampala South ,Urban,A,Netis,Salim Kinene,William Bwire,0.301861667,32.64648333,,
605109,MwiriSchool,Jinja ,Urban,B,Netis,Emmanuel Kafuko,William Bwire,0.50024,33.27334333,,
606029,Kyarushesha,Hoima  ,Rural,C,I-Engineering,Latima Musoke,Allan Kavuma,1.320565,30.891675,,
605110,Kisoro,Kabale  ,Urban,A,Camusat,Denis Masaba,Faridah Nantege,-1.2852063,29.6915304,,
606030,Bugambe,Hoima  ,Rural,B,I-Engineering,Latima Musoke,Allan Kavuma,1.469513333,31.20419,,
605111,Salaama,Kampala South ,Urban,A,Netis,Salim Kinene,William Bwire,0.2442,32.62211167,,
606031,Ntunda,Hoima  ,Rural,C,Camusat,Stephen Rwabwogo,Faridah Nantege,1.257663333,31.52008667,,
605112,Lugogo,Kampala South ,Urban,A,Netis,Salim Kinene,William Bwire,0.3243517,32.6053,,
605113,Nateete,Mityana ,Urban,B,Camusat,Christopher Alituha,Faridah Nantege,0.3009752,32.5349866,,
605114,Bukoto,Kampala East  ,Urban,A,Netis,Benbridge Mulongo,William Bwire,0.3511672,32.59395,,
605116,Kasule Aisa,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.33144457,32.57373582,,
606032,Bugomolwa,Hoima  ,Rural,C,Camusat,Patrick Kinyera,Faridah Nantege,0.966568333,31.66303167,,
605117,Mutara_House,Kampala West ,Urban,B,Camusat,Christopher Alituha,Faridah Nantege,0.288565,32.57059333,,
605118,Sembatya_Arcade,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.31521416,32.57478914,,
605119,Tata,Kampala East  ,Urban,A,Netis,Salim Kinene,William Bwire,0.315903333,32.59224833,,
606033,Panyimur,Arua  ,Rural,C,I-Engineering,Innocent Ayiko,Allan Kavuma,2.301588333,31.326485,,
605121,Lira,Lira ,Rural,A,I-Engineering,Muhamood Kyongo,Allan Kavuma,2.23558299,32.90398797,,
606034,Kanyantorogo,Kabale  ,Urban,C,Camusat,Denis Masaba,Faridah Nantege,-0.826288333,29.70866667,,
605122,Mubende,Mityana ,Urban,A,Camusat,Patrick Kinyera,Faridah Nantege,0.5654517,31.381296,,
605123,Bunamwaaya,Kampala West ,Urban,B,Camusat,Christopher Alituha,Faridah Nantege,0.26344253,32.5605113,,
605124,Gulu,Gulu ,Rural,A,I-Engineering,Moses Kaganda,Allan Kavuma,2.7690314,32.3021646,,
605126,Bwaise,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.35071983,32.563083,,
605127,Bweyogerere,Kampala East  ,Urban,A,Netis,Benbridge Mulongo,William Bwire,0.351918333,32.66039333,,
606035,Itula,Arua  ,Rural,C,I-Engineering,Innocent Ayiko,Allan Kavuma,3.505928333,31.643825,,
605128,Wobulenzi,Luwero ,Urban,A,I-Engineering,Robert Otim,Allan Kavuma,0.741953333,32.52943833,,
605129,Gayaza,Luwero ,Urban,A,Netis,Benbridge Mulongo,William Bwire,0.45604429,32.60974995,,
605130,Kyaliwajjala,Kampala East  ,Urban,A,Netis,Benbridge Mulongo,William Bwire,0.3765832,32.6459975,,
605131,Pakwach,Arua  ,Rural,A,I-Engineering,Innocent Ayiko,Allan Kavuma,2.46153,31.49194,,
605132,Nebbi,Arua  ,Rural,A,I-Engineering,Innocent Ayiko,Allan Kavuma,2.466328333,31.06593667,,
605133,Kyambogo,Kampala East  ,Urban,B,Netis,Benbridge Mulongo,William Bwire,0.341926667,32.62756,,
605134,Arua,Arua  ,Rural,A,I-Engineering,Innocent Ayiko,Allan Kavuma,3.010648333,30.91673833,,
605135,Hoima,Hoima  ,Rural,A,Camusat,Stephen Rwabwogo,Faridah Nantege,1.443391667,31.36987167,,
605136,Walukuba,Mukono ,Urban,B,Netis,Samuel Naseke,William Bwire,0.415501667,33.17516833,,
605137,BungaHill,Kampala South ,Urban,A,Netis,Salim Kinene,William Bwire,0.27412,32.62073667,,
605138,Kitintale,Kampala South ,Urban,B,Netis,Salim Kinene,William Bwire,0.3191051,32.63173,,
605139,Kiwuliriza,Kampala South ,Urban,B,Netis,Salim Kinene,William Bwire,0.308446667,32.609565,,
605140,Namirembe,Mityana ,Urban,B,Camusat,Christopher Alituha,Faridah Nantege,0.312763,32.561593,,
606036,Degeya,Hoima  ,Rural,C,Camusat,Patrick Kinyera,Faridah Nantege,0.856248333,31.7903,,
605141,Ambassador_House,Kampala North,Urban,A,I-Engineering,Joash Lubwama,Allan Kavuma,0.31709109,32.57565535,,
605142,Cargen,Kampala East  ,Urban,B,Netis,Salim Kinene,William Bwire,0.3125633,32.585435,,
605367,Lyantonde,Mbarara ,Urban,A,Camusat,Thomasi Seruyange,Faridah Nantege,-0.4440602,31.0695781,,
606037,Busana,Luwero ,Urban,C,Netis,Samuel Naseke,William Bwire,0.741836667,32.95626333,,
605143,Kisugu,Kampala South ,Urban,B,Netis,Salim Kinene,William Bwire,0.306171667,32.5992,,
605858,Kabasanda,Kampala West ,Urban,C,Camusat,M Patrick Kalibbala,Faridah Nantege,0.2662539,32.2155413,,
605144,Kitala,Kampala West ,Urban,A,Camusat,Christopher Alituha,Faridah Nantege,0.109133333,32.521085,,
605145,Nakawa,Kampala South ,Urban,A,Netis,Salim Kinene,William Bwire,0.3297217,32.616895,,
605146,Wabigalo,Kampala South ,Urban,A,Netis,Salim Kinene,William Bwire,0.314486667,32.599425,,
605147,Alliance,Kampala East  ,Urban,B,Netis,Salim Kinene,William Bwire,0.3138895,32.5855877,,
606038,Mirama Hills,Kabale  ,Urban,C,Camusat,Denis Masaba,Faridah Nantege,-1.0413802,30.4106919,,
605149,Apac,Lira ,Rural,A,I-Engineering,Muhamood Kyongo,Allan Kavuma,1.98476679,32.53176245,,
605150,Kashongati,Kabale  ,Urban,A,Camusat,Denis Masaba,Faridah Nantege,-1.16562,30.14169,,
605151,Rakai,Masaka ,Urban,A,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.7052141,31.4083517,,
605152,Masaka_Technical,Masaka ,Urban,A,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.320027183,31.74201397,,
605153,Pallisa,Mbale  ,Rural,B,Netis,Jude Musana,William Bwire,1.16840786,33.70864161,,
606039,Bukunda,Masaka ,Urban,C,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.44164273,31.67091862,,
605154,Kapchorwa,Mbale  ,Rural,A,Netis,Jude Musana,William Bwire,1.400973333,34.44271667,,
605155,Nkoma,Mbale  ,Rural,A,Netis,Jude Musana,William Bwire,1.1005242,34.1698657,,
605157,Koboko,Arua  ,Rural,A,I-Engineering,Innocent Ayiko,Allan Kavuma,3.42744,30.95667167,,
605158,Bwenkoma,Mbarara ,Urban,A,Camusat,Thomasi Seruyange,Faridah Nantege,-0.643336667,30.59356667,,
605159,EntebbeAirport,Kampala West ,Urban,A,Camusat,Christopher Alituha,Faridah Nantege,0.044548333,32.44224667,,
605859,Pingire,Soroti  ,Rural,C,Netis,Moses Wandera,William Bwire,1.4485885,33.35165133,,
605160,Kalangala,Masaka ,Urban,A,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.324633333,32.28501333,,
606040,Ndeeba Kinoni,Masaka ,Urban,B,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.4340767,31.5208233,,
605161,Apex_House,Kampala East  ,Urban,A,Netis,Benbridge Mulongo,William Bwire,0.3551501,32.612837,,
606041,Mityaba,Masaka ,Urban,C,Camusat,M Patrick Kalibbala,Faridah Nantege,-0.30228,31.4579217,,
605162,Kisaasi,Luwero ,Urban,B,Netis,Benbridge Mulongo,William Bwire,0.371208333,32.59961333,,
606042,Pajule_Town,Gulu ,Rural,C,I-Engineering,Moses Kaganda,Allan Kavuma,2.9574065,32.9364808,,
605010,Dundu,Kampala West ,Urban,A,Camusat,Christopher Alituha,Faridah Nantege,0.1636267,32.5506517,,
605164,Mpererwe,Kampala North,Urban,A,I-Engineering,Joash Lubwama,Allan Kavuma,0.38552387,32.57471168,,
606043,Ndeese,Luwero ,Urban,C,Netis,Samuel Naseke,William Bwire,0.61851,32.797905,,
605165,Kazo,Kampala North,Urban,B,I-Engineering,Joash Lubwama,Allan Kavuma,0.35769573,32.55536946,,
605166,B.A.T_Arua,Arua  ,Rural,A,I-Engineering,Innocent Ayiko,Allan Kavuma,2.9944424,30.9029639,,
605167,Kisenyi,Mityana ,Urban,B,Camusat,Christopher Alituha,Faridah Nantege,0.30855977,32.56756833,,
605168,Tanganyika,Arua  ,Rural,B,I-Engineering,Innocent Ayiko,Allan Kavuma,3.0408033,30.9138233,,
605169,Kibuye,Kampala West ,Urban,B,Camusat,Christopher Alituha,Faridah Nantege,0.289348333,32.57640833,,
605170,LowerKololo,Kampala East  ,Urban,B,Netis,Benbridge Mulongo,William Bwire,0.332756667,32.585415,,
605171,Mulago,Kampala North,Urban,A,I-Engineering,Joash Lubwama,Allan Kavuma,0.3435933,32.5735983,,
605172,Adwoki,Lira ,Rural,C,I-Engineering,Muhamood Kyongo,Allan Kavuma,1.972296667,33.06277833,,
